1993,scans,0,DataLength,,,,,,,
header,20,lines,,,,,,,,
Date,23/07/2018,Time,13:47:01,,,,,,,
ID,HAL RC RGA 101 #15508,Version,3,,,,,,,
Scans,1,,,,,,,,,
Scan ID,Mode,Input,Scanned,Start,Stop,Increment,Dwell,Settle,RS,RelSEM
Scan 1,RGA,SEM,mass,0.4,100,0.05,100.00%,100.00%,1,1
Environment,,,,,,,,,,
Global,RGA,,,,,,,,,
F1,1,"( 1 = on, 0 = off )",,,,,,,,
F2,0,"( 1 = on, 0 = off )",,,,,,,,
cage,3,V,,,,,,,,
delta-m,0,%,,,,,,,,
electron-energy,70,V,,,,,,,,
emission,1000,uA,,,,,,,,
focus,-90,V,,,,,,,,
mass,5.5,amu,,,,,,,,
mode-change-delay,1000,ms,,,,,,,,
multiplier,800,V,,,,,,,,
resolution,0,%,,,,,,,,
Data,1,,,,,,,,,
Cycle,Time,ms,mass amu,SEM Ie(Amps),,,,,,
1,00:00:28,28242,68.65,1.32E-12,,,,,,
1,00:00:28,28242,68.7,9.14E-13,,,,,,
1,00:00:28,28242,68.75,8.06E-13,,,,,,
1,00:00:28,28242,68.8,8.33E-13,,,,,,
1,00:00:28,28242,68.85,1.18E-12,,,,,,
1,00:00:28,28242,68.9,9.41E-13,,,,,,
1,00:00:28,28242,68.95,8.06E-13,,,,,,
1,00:00:28,28242,69,1.13E-12,,,,,,
1,00:00:28,28242,69.05,9.68E-13,,,,,,
1,00:00:28,28242,69.1,1.24E-12,,,,,,
1,00:00:28,28242,69.15,1.08E-12,,,,,,
1,00:00:28,28242,69.2,1.13E-12,,,,,,
1,00:00:28,28242,69.25,8.33E-13,,,,,,
1,00:00:28,28242,69.3,9.68E-13,,,,,,
1,00:00:28,28242,69.35,9.68E-13,,,,,,
1,00:00:28,28242,69.4,9.68E-13,,,,,,
1,00:00:28,28242,69.45,8.87E-13,,,,,,
1,00:00:28,28242,69.5,7.26E-13,,,,,,
1,00:00:28,28242,69.55,1.18E-12,,,,,,
1,00:00:28,28242,69.6,9.14E-13,,,,,,
1,00:00:28,28242,69.65,9.41E-13,,,,,,
1,00:00:28,28242,69.7,9.68E-13,,,,,,
1,00:00:28,28242,69.75,6.45E-13,,,,,,
1,00:00:28,28242,69.8,9.41E-13,,,,,,
1,00:00:28,28242,69.85,1.05E-12,,,,,,
1,00:00:28,28242,69.9,1.05E-12,,,,,,
1,00:00:28,28242,69.95,1.34E-12,,,,,,
1,00:00:28,28242,70,9.14E-13,,,,,,
1,00:00:28,28242,70.05,9.94E-13,,,,,,
1,00:00:28,28242,70.1,1.18E-12,,,,,,
1,00:00:28,28242,70.15,1.10E-12,,,,,,
1,00:00:28,28242,70.2,8.60E-13,,,,,,
1,00:00:28,28242,70.25,1.05E-12,,,,,,
1,00:00:28,28242,70.3,9.41E-13,,,,,,
1,00:00:28,28242,70.35,7.79E-13,,,,,,
1,00:00:28,28242,70.4,1.18E-12,,,,,,
1,00:00:28,28242,70.45,8.06E-13,,,,,,
1,00:00:28,28242,70.5,1.10E-12,,,,,,
1,00:00:28,28242,70.55,1.05E-12,,,,,,
1,00:00:28,28242,70.6,1.16E-12,,,,,,
1,00:00:28,28242,70.65,7.79E-13,,,,,,
1,00:00:28,28242,70.7,1.37E-12,,,,,,
1,00:00:28,28242,70.75,7.26E-13,,,,,,
1,00:00:28,28242,70.8,8.60E-13,,,,,,
1,00:00:28,28242,70.85,1.10E-12,,,,,,
1,00:00:28,28242,70.9,1.05E-12,,,,,,
1,00:00:28,28242,70.95,8.33E-13,,,,,,
1,00:00:28,28242,71,8.06E-13,,,,,,
1,00:00:28,28242,71.05,1.26E-12,,,,,,
1,00:00:28,28242,71.1,1.02E-12,,,,,,
1,00:00:28,28242,71.15,7.79E-13,,,,,,
1,00:00:28,28242,71.2,7.26E-13,,,,,,
1,00:00:28,28242,71.25,8.87E-13,,,,,,
1,00:00:28,28242,71.3,1.05E-12,,,,,,
1,00:00:28,28242,71.35,9.14E-13,,,,,,
1,00:00:28,28242,71.4,6.72E-13,,,,,,
1,00:00:28,28242,71.45,1.13E-12,,,,,,
1,00:00:28,28242,71.5,1.05E-12,,,,,,
1,00:00:28,28242,71.55,1.18E-12,,,,,,
1,00:00:28,28242,71.6,1.08E-12,,,,,,
1,00:00:28,28242,71.65,8.06E-13,,,,,,
1,00:00:28,28242,71.7,8.87E-13,,,,,,
1,00:00:28,28242,71.75,1.10E-12,,,,,,
1,00:00:28,28242,71.8,1.29E-12,,,,,,
1,00:00:28,28242,71.85,8.33E-13,,,,,,
1,00:00:28,28242,71.9,9.94E-13,,,,,,
1,00:00:28,28242,71.95,9.14E-13,,,,,,
1,00:00:28,28242,72,7.79E-13,,,,,,
1,00:00:28,28242,72.05,8.87E-13,,,,,,
1,00:00:28,28242,72.1,5.11E-13,,,,,,
1,00:00:28,28242,72.15,8.60E-13,,,,,,
1,00:00:28,28242,72.2,9.68E-13,,,,,,
1,00:00:28,28242,72.25,9.68E-13,,,,,,
1,00:00:28,28242,72.3,1.05E-12,,,,,,
1,00:00:28,28242,72.35,8.06E-13,,,,,,
1,00:00:28,28242,72.4,5.91E-13,,,,,,
1,00:00:28,28242,72.45,8.60E-13,,,,,,
1,00:00:28,28242,72.5,9.94E-13,,,,,,
1,00:00:28,28242,72.55,8.87E-13,,,,,,
1,00:00:28,28242,72.6,7.79E-13,,,,,,
1,00:00:28,28242,72.65,9.68E-13,,,,,,
1,00:00:28,28242,72.7,8.06E-13,,,,,,
1,00:00:28,28242,72.75,7.26E-13,,,,,,
1,00:00:28,28242,72.8,1.10E-12,,,,,,
1,00:00:28,28242,72.85,5.91E-13,,,,,,
1,00:00:28,28242,72.9,5.64E-13,,,,,,
1,00:00:28,28242,72.95,7.53E-13,,,,,,
1,00:00:28,28242,73,1.05E-12,,,,,,
1,00:00:28,28242,73.05,1.18E-12,,,,,,
1,00:00:28,28242,73.1,1.08E-12,,,,,,
1,00:00:28,28242,73.15,1.10E-12,,,,,,
1,00:00:28,28242,73.2,7.26E-13,,,,,,
1,00:00:28,28242,73.25,9.41E-13,,,,,,
1,00:00:28,28242,73.3,6.45E-13,,,,,,
1,00:00:28,28242,73.35,8.60E-13,,,,,,
1,00:00:28,28242,73.4,9.14E-13,,,,,,
1,00:00:28,28242,73.45,7.53E-13,,,,,,
1,00:00:28,28242,73.5,1.08E-12,,,,,,
1,00:00:28,28242,73.55,1.08E-12,,,,,,
1,00:00:28,28242,73.6,8.87E-13,,,,,,
1,00:00:28,28242,73.65,1.08E-12,,,,,,
1,00:00:28,28242,73.7,1.08E-12,,,,,,
1,00:00:28,28242,73.75,6.45E-13,,,,,,
1,00:00:28,28242,73.8,1.40E-12,,,,,,
1,00:00:28,28242,73.85,7.79E-13,,,,,,
1,00:00:28,28242,73.9,5.11E-13,,,,,,
1,00:00:28,28242,73.95,9.41E-13,,,,,,
1,00:00:28,28242,74,8.33E-13,,,,,,
1,00:00:28,28242,74.05,8.06E-13,,,,,,
1,00:00:28,28242,74.1,8.33E-13,,,,,,
1,00:00:28,28242,74.15,9.94E-13,,,,,,
1,00:00:28,28242,74.2,9.41E-13,,,,,,
1,00:00:28,28242,74.25,9.94E-13,,,,,,
1,00:00:28,28242,74.3,8.06E-13,,,,,,
1,00:00:28,28242,74.35,8.06E-13,,,,,,
1,00:00:28,28242,74.4,1.13E-12,,,,,,
1,00:00:28,28242,74.45,1.05E-12,,,,,,
1,00:00:28,28242,74.5,9.94E-13,,,,,,
1,00:00:28,28242,74.55,9.41E-13,,,,,,
1,00:00:28,28242,74.6,1.10E-12,,,,,,
1,00:00:28,28242,74.65,8.33E-13,,,,,,
1,00:00:28,28242,74.7,9.94E-13,,,,,,
1,00:00:28,28242,74.75,1.24E-12,,,,,,
1,00:00:28,28242,74.8,9.14E-13,,,,,,
1,00:00:28,28242,74.85,1.05E-12,,,,,,
1,00:00:28,28242,74.9,9.94E-13,,,,,,
1,00:00:28,28242,74.95,6.72E-13,,,,,,
1,00:00:28,28242,75,1.08E-12,,,,,,
1,00:00:28,28242,75.05,8.06E-13,,,,,,
1,00:00:28,28242,75.1,6.99E-13,,,,,,
1,00:00:28,28242,75.15,8.87E-13,,,,,,
1,00:00:28,28242,75.2,9.14E-13,,,,,,
1,00:00:28,28242,75.25,9.94E-13,,,,,,
1,00:00:28,28242,75.3,6.18E-13,,,,,,
1,00:00:28,28242,75.35,1.16E-12,,,,,,
1,00:00:28,28242,75.4,8.60E-13,,,,,,
1,00:00:28,28242,75.45,7.79E-13,,,,,,
1,00:00:28,28242,75.5,8.06E-13,,,,,,
1,00:00:28,28242,75.55,1.24E-12,,,,,,
1,00:00:28,28242,75.6,9.14E-13,,,,,,
1,00:00:28,28242,75.65,9.68E-13,,,,,,
1,00:00:28,28242,75.7,9.41E-13,,,,,,
1,00:00:28,28242,75.75,1.10E-12,,,,,,
1,00:00:28,28242,75.8,8.87E-13,,,,,,
1,00:00:28,28242,75.85,8.87E-13,,,,,,
1,00:00:28,28242,75.9,1.08E-12,,,,,,
1,00:00:28,28242,75.95,8.60E-13,,,,,,
1,00:00:28,28242,76,8.60E-13,,,,,,
1,00:00:28,28242,76.05,7.79E-13,,,,,,
1,00:00:28,28242,76.1,9.94E-13,,,,,,
1,00:00:28,28242,76.15,5.64E-13,,,,,,
1,00:00:28,28242,76.2,1.21E-12,,,,,,
1,00:00:28,28242,76.25,5.11E-13,,,,,,
1,00:00:28,28242,76.3,8.06E-13,,,,,,
1,00:00:28,28242,76.35,8.60E-13,,,,,,
1,00:00:28,28242,76.4,1.08E-12,,,,,,
1,00:00:28,28242,76.45,7.26E-13,,,,,,
1,00:00:28,28242,76.5,6.99E-13,,,,,,
1,00:00:28,28242,76.55,7.79E-13,,,,,,
1,00:00:28,28242,76.6,6.45E-13,,,,,,
1,00:00:28,28242,76.65,1.10E-12,,,,,,
1,00:00:28,28242,76.7,8.33E-13,,,,,,
1,00:00:28,28242,76.75,1.26E-12,,,,,,
1,00:00:28,28242,76.8,9.14E-13,,,,,,
1,00:00:28,28242,76.85,6.99E-13,,,,,,
1,00:00:28,28242,76.9,1.16E-12,,,,,,
1,00:00:28,28242,76.95,9.14E-13,,,,,,
1,00:00:28,28242,77,8.33E-13,,,,,,
1,00:00:28,28242,77.05,1.24E-12,,,,,,
1,00:00:28,28242,77.1,1.16E-12,,,,,,
1,00:00:28,28242,77.15,1.05E-12,,,,,,
1,00:00:28,28242,77.2,1.16E-12,,,,,,
1,00:00:28,28242,77.25,6.99E-13,,,,,,
1,00:00:28,28242,77.3,8.06E-13,,,,,,
1,00:00:28,28242,77.35,7.79E-13,,,,,,
1,00:00:28,28242,77.4,1.10E-12,,,,,,
1,00:00:28,28242,77.45,6.45E-13,,,,,,
1,00:00:28,28242,77.5,8.06E-13,,,,,,
1,00:00:28,28242,77.55,7.79E-13,,,,,,
1,00:00:28,28242,77.6,8.87E-13,,,,,,
1,00:00:28,28242,77.65,1.18E-12,,,,,,
1,00:00:28,28242,77.7,6.72E-13,,,,,,
1,00:00:28,28242,77.75,1.08E-12,,,,,,
1,00:00:28,28242,77.8,8.33E-13,,,,,,
1,00:00:28,28242,77.85,7.53E-13,,,,,,
1,00:00:28,28242,77.9,9.94E-13,,,,,,
1,00:00:28,28242,77.95,8.60E-13,,,,,,
1,00:00:28,28242,78,9.14E-13,,,,,,
1,00:00:28,28242,78.05,9.14E-13,,,,,,
1,00:00:28,28242,78.1,1.13E-12,,,,,,
1,00:00:28,28242,78.15,1.08E-12,,,,,,
1,00:00:28,28242,78.2,1.05E-12,,,,,,
1,00:00:28,28242,78.25,9.41E-13,,,,,,
1,00:00:28,28242,78.3,8.33E-13,,,,,,
1,00:00:28,28242,78.35,7.79E-13,,,,,,
1,00:00:28,28242,78.4,9.14E-13,,,,,,
1,00:00:28,28242,78.45,1.21E-12,,,,,,
1,00:00:28,28242,78.5,7.79E-13,,,,,,
1,00:00:28,28242,78.55,1.24E-12,,,,,,
1,00:00:28,28242,78.6,9.94E-13,,,,,,
1,00:00:28,28242,78.65,9.94E-13,,,,,,
1,00:00:28,28242,78.7,1.05E-12,,,,,,
1,00:00:28,28242,78.75,8.33E-13,,,,,,
1,00:00:28,28242,78.8,9.94E-13,,,,,,
1,00:00:28,28242,78.85,1.02E-12,,,,,,
1,00:00:28,28242,78.9,5.91E-13,,,,,,
1,00:00:28,28242,78.95,8.60E-13,,,,,,
1,00:00:28,28242,79,5.64E-13,,,,,,
1,00:00:28,28242,79.05,7.26E-13,,,,,,
1,00:00:28,28242,79.1,1.02E-12,,,,,,
1,00:00:28,28242,79.15,1.18E-12,,,,,,
1,00:00:28,28242,79.2,8.87E-13,,,,,,
1,00:00:28,28242,79.25,9.68E-13,,,,,,
1,00:00:28,28242,79.3,1.08E-12,,,,,,
1,00:00:28,28242,79.35,9.14E-13,,,,,,
1,00:00:28,28242,79.4,7.53E-13,,,,,,
1,00:00:28,28242,79.45,1.24E-12,,,,,,
1,00:00:28,28242,79.5,7.26E-13,,,,,,
1,00:00:28,28242,79.55,7.26E-13,,,,,,
1,00:00:28,28242,79.6,1.26E-12,,,,,,
1,00:00:28,28242,79.65,8.06E-13,,,,,,
1,00:00:28,28242,79.7,6.99E-13,,,,,,
1,00:00:28,28242,79.75,7.53E-13,,,,,,
1,00:00:28,28242,79.8,1.08E-12,,,,,,
1,00:00:28,28242,79.85,7.79E-13,,,,,,
1,00:00:28,28242,79.9,9.14E-13,,,,,,
1,00:00:28,28242,79.95,1.16E-12,,,,,,
1,00:00:28,28242,80,8.06E-13,,,,,,
1,00:00:28,28242,80.05,7.26E-13,,,,,,
1,00:00:28,28242,80.1,1.02E-12,,,,,,
1,00:00:28,28242,80.15,1.18E-12,,,,,,
1,00:00:28,28242,80.2,4.84E-13,,,,,,
1,00:00:28,28242,80.25,9.14E-13,,,,,,
1,00:00:28,28242,80.3,7.26E-13,,,,,,
1,00:00:28,28242,80.35,9.41E-13,,,,,,
1,00:00:28,28242,80.4,1.16E-12,,,,,,
1,00:00:28,28242,80.45,9.68E-13,,,,,,
1,00:00:28,28242,80.5,8.06E-13,,,,,,
1,00:00:28,28242,80.55,8.87E-13,,,,,,
1,00:00:28,28242,80.6,6.99E-13,,,,,,
1,00:00:28,28242,80.65,8.06E-13,,,,,,
1,00:00:28,28242,80.7,1.16E-12,,,,,,
1,00:00:28,28242,80.75,8.06E-13,,,,,,
1,00:00:28,28242,80.8,1.02E-12,,,,,,
1,00:00:28,28242,80.85,9.41E-13,,,,,,
1,00:00:28,28242,80.9,1.16E-12,,,,,,
1,00:00:28,28242,80.95,9.41E-13,,,,,,
1,00:00:28,28242,81,9.94E-13,,,,,,
1,00:00:28,28242,81.05,8.33E-13,,,,,,
1,00:00:28,28242,81.1,1.08E-12,,,,,,
1,00:00:28,28242,81.15,5.91E-13,,,,,,
1,00:00:28,28242,81.2,9.68E-13,,,,,,
1,00:00:28,28242,81.25,9.68E-13,,,,,,
1,00:00:28,28242,81.3,8.87E-13,,,,,,
1,00:00:28,28242,81.35,1.13E-12,,,,,,
1,00:00:28,28242,81.4,9.68E-13,,,,,,
1,00:00:28,28242,81.45,1.08E-12,,,,,,
1,00:00:28,28242,81.5,9.41E-13,,,,,,
1,00:00:28,28242,81.55,8.33E-13,,,,,,
1,00:00:28,28242,81.6,9.68E-13,,,,,,
1,00:00:28,28242,81.65,5.91E-13,,,,,,
1,00:00:28,28242,81.7,6.72E-13,,,,,,
1,00:00:28,28242,81.75,5.64E-13,,,,,,
1,00:00:28,28242,81.8,1.26E-12,,,,,,
1,00:00:28,28242,81.85,8.33E-13,,,,,,
1,00:00:28,28242,81.9,7.53E-13,,,,,,
1,00:00:28,28242,81.95,7.26E-13,,,,,,
1,00:00:28,28242,82,8.33E-13,,,,,,
1,00:00:28,28242,82.05,1.08E-12,,,,,,
1,00:00:28,28242,82.1,9.14E-13,,,,,,
1,00:00:28,28242,82.15,8.06E-13,,,,,,
1,00:00:28,28242,82.2,9.14E-13,,,,,,
1,00:00:28,28242,82.25,8.06E-13,,,,,,
1,00:00:28,28242,82.3,7.79E-13,,,,,,
1,00:00:28,28242,82.35,9.68E-13,,,,,,
1,00:00:28,28242,82.4,1.18E-12,,,,,,
1,00:00:28,28242,82.45,8.60E-13,,,,,,
1,00:00:28,28242,82.5,1.21E-12,,,,,,
1,00:00:28,28242,82.55,1.05E-12,,,,,,
1,00:00:28,28242,82.6,9.68E-13,,,,,,
1,00:00:28,28242,82.65,1.02E-12,,,,,,
1,00:00:28,28242,82.7,5.91E-13,,,,,,
1,00:00:28,28242,82.75,6.45E-13,,,,,,
1,00:00:28,28242,82.8,7.26E-13,,,,,,
1,00:00:28,28242,82.85,6.18E-13,,,,,,
1,00:00:28,28242,82.9,5.38E-13,,,,,,
1,00:00:28,28242,82.95,5.11E-13,,,,,,
1,00:00:28,28242,83,5.64E-13,,,,,,
1,00:00:28,28242,83.05,4.57E-13,,,,,,
1,00:00:28,28242,83.1,2.69E-14,,,,,,
1,00:00:28,28242,83.15,5.64E-13,,,,,,
1,00:00:28,28242,83.2,4.03E-13,,,,,,
1,00:00:28,28242,83.25,6.18E-13,,,,,,
1,00:00:28,28242,83.3,5.38E-13,,,,,,
1,00:00:28,28242,83.35,5.91E-13,,,,,,
1,00:00:28,28242,83.4,9.14E-13,,,,,,
1,00:00:28,28242,83.45,6.18E-13,,,,,,
1,00:00:28,28242,83.5,7.26E-13,,,,,,
1,00:00:28,28242,83.55,6.72E-13,,,,,,
1,00:00:28,28242,83.6,4.30E-13,,,,,,
1,00:00:28,28242,83.65,7.53E-13,,,,,,
1,00:00:28,28242,83.7,8.33E-13,,,,,,
1,00:00:28,28242,83.75,6.99E-13,,,,,,
1,00:00:28,28242,83.8,7.53E-13,,,,,,
1,00:00:28,28242,83.85,4.57E-13,,,,,,
1,00:00:28,28242,83.9,6.45E-13,,,,,,
1,00:00:28,28242,83.95,6.72E-13,,,,,,
1,00:00:28,28242,84,4.30E-13,,,,,,
1,00:00:28,28242,84.05,2.69E-13,,,,,,
1,00:00:28,28242,84.1,6.18E-13,,,,,,
1,00:00:28,28242,84.15,4.84E-13,,,,,,
1,00:00:28,28242,84.2,5.64E-13,,,,,,
1,00:00:28,28242,84.25,3.23E-13,,,,,,
1,00:00:28,28242,84.3,5.38E-13,,,,,,
1,00:00:28,28242,84.35,4.30E-13,,,,,,
1,00:00:28,28242,84.4,4.57E-13,,,,,,
1,00:00:28,28242,84.45,6.99E-13,,,,,,
1,00:00:28,28242,84.5,3.76E-13,,,,,,
1,00:00:28,28242,84.55,6.45E-13,,,,,,
1,00:00:28,28242,84.6,4.57E-13,,,,,,
1,00:00:28,28242,84.65,5.91E-13,,,,,,
1,00:00:28,28242,84.7,8.06E-13,,,,,,
1,00:00:28,28242,84.75,7.26E-13,,,,,,
1,00:00:28,28242,84.8,4.84E-13,,,,,,
1,00:00:28,28242,84.85,8.33E-13,,,,,,
1,00:00:28,28242,84.9,6.18E-13,,,,,,
1,00:00:28,28242,84.95,8.06E-13,,,,,,
1,00:00:28,28242,85,5.38E-13,,,,,,
1,00:00:28,28242,85.05,6.18E-13,,,,,,
1,00:00:28,28242,85.1,1.08E-13,,,,,,
1,00:00:28,28242,85.15,9.68E-13,,,,,,
1,00:00:28,28242,85.2,6.45E-13,,,,,,
1,00:00:28,28242,85.25,6.45E-13,,,,,,
1,00:00:28,28242,85.3,6.99E-13,,,,,,
1,00:00:28,28242,85.35,7.26E-13,,,,,,
1,00:00:28,28242,85.4,6.18E-13,,,,,,
1,00:00:28,28242,85.45,6.72E-13,,,,,,
1,00:00:28,28242,85.5,5.11E-13,,,,,,
1,00:00:28,28242,85.55,8.60E-13,,,,,,
1,00:00:28,28242,85.6,2.69E-13,,,,,,
1,00:00:28,28242,85.65,3.49E-13,,,,,,
1,00:00:28,28242,85.7,4.30E-13,,,,,,
1,00:00:28,28242,85.75,5.11E-13,,,,,,
1,00:00:28,28242,85.8,4.57E-13,,,,,,
1,00:00:28,28242,85.85,5.11E-13,,,,,,
1,00:00:28,28242,85.9,2.96E-13,,,,,,
1,00:00:28,28242,85.95,4.03E-13,,,,,,
1,00:00:28,28242,86,6.99E-13,,,,,,
1,00:00:28,28242,86.05,5.11E-13,,,,,,
1,00:00:28,28242,86.1,4.84E-13,,,,,,
1,00:00:28,28242,86.15,4.84E-13,,,,,,
1,00:00:28,28242,86.2,7.53E-13,,,,,,
1,00:00:28,28242,86.25,5.38E-13,,,,,,
1,00:00:28,28242,86.3,5.91E-13,,,,,,
1,00:00:28,28242,86.35,3.49E-13,,,,,,
1,00:00:28,28242,86.4,6.99E-13,,,,,,
1,00:00:28,28242,86.45,4.57E-13,,,,,,
1,00:00:28,28242,86.5,5.11E-13,,,,,,
1,00:00:28,28242,86.55,3.49E-13,,,,,,
1,00:00:28,28242,86.6,5.38E-13,,,,,,
1,00:00:28,28242,86.65,5.91E-13,,,,,,
1,00:00:28,28242,86.7,6.72E-13,,,,,,
1,00:00:28,28242,86.75,6.99E-13,,,,,,
1,00:00:28,28242,86.8,7.53E-13,,,,,,
1,00:00:28,28242,86.85,4.84E-13,,,,,,
1,00:00:28,28242,86.9,8.06E-13,,,,,,
1,00:00:28,28242,86.95,4.03E-13,,,,,,
1,00:00:28,28242,87,6.45E-13,,,,,,
1,00:00:28,28242,87.05,4.30E-13,,,,,,
1,00:00:28,28242,87.1,6.99E-13,,,,,,
1,00:00:28,28242,87.15,8.60E-13,,,,,,
1,00:00:28,28242,87.2,7.26E-13,,,,,,
1,00:00:28,28242,87.25,6.45E-13,,,,,,
1,00:00:28,28242,87.3,7.79E-13,,,,,,
1,00:00:28,28242,87.35,4.03E-13,,,,,,
1,00:00:28,28242,87.4,5.64E-13,,,,,,
1,00:00:28,28242,87.45,1.61E-13,,,,,,
1,00:00:28,28242,87.5,5.91E-13,,,,,,
1,00:00:28,28242,87.55,5.91E-13,,,,,,
1,00:00:28,28242,87.6,6.45E-13,,,,,,
1,00:00:28,28242,87.65,6.99E-13,,,,,,
1,00:00:28,28242,87.7,5.64E-13,,,,,,
1,00:00:28,28242,87.75,4.30E-13,,,,,,
1,00:00:28,28242,87.8,3.49E-13,,,,,,
1,00:00:28,28242,87.85,6.18E-13,,,,,,
1,00:00:28,28242,87.9,4.03E-13,,,,,,
1,00:00:28,28242,87.95,5.91E-13,,,,,,
1,00:00:28,28242,88,7.53E-13,,,,,,
1,00:00:28,28242,88.05,5.38E-13,,,,,,
1,00:00:28,28242,88.1,1.34E-13,,,,,,
1,00:00:28,28242,88.15,5.11E-13,,,,,,
1,00:00:28,28242,88.2,6.72E-13,,,,,,
1,00:00:28,28242,88.25,5.38E-13,,,,,,
1,00:00:28,28242,88.3,6.45E-13,,,,,,
1,00:00:28,28242,88.35,4.03E-13,,,,,,
1,00:00:28,28242,88.4,5.11E-13,,,,,,
1,00:00:28,28242,88.45,7.26E-13,,,,,,
1,00:00:28,28242,88.5,5.91E-13,,,,,,
1,00:00:28,28242,88.55,4.30E-13,,,,,,
1,00:00:28,28242,88.6,2.96E-13,,,,,,
1,00:00:28,28242,88.65,6.45E-13,,,,,,
1,00:00:28,28242,88.7,7.53E-13,,,,,,
1,00:00:28,28242,88.75,5.91E-13,,,,,,
1,00:00:28,28242,88.8,5.64E-13,,,,,,
1,00:00:28,28242,88.85,5.11E-13,,,,,,
1,00:00:28,28242,88.9,4.57E-13,,,,,,
1,00:00:28,28242,88.95,6.45E-13,,,,,,
1,00:00:28,28242,89,6.18E-13,,,,,,
1,00:00:28,28242,89.05,2.69E-13,,,,,,
1,00:00:28,28242,89.1,8.06E-13,,,,,,
1,00:00:28,28242,89.15,7.53E-13,,,,,,
1,00:00:28,28242,89.2,6.45E-13,,,,,,
1,00:00:28,28242,89.25,5.64E-13,,,,,,
1,00:00:28,28242,89.3,6.45E-13,,,,,,
1,00:00:28,28242,89.35,7.53E-13,,,,,,
1,00:00:28,28242,89.4,4.84E-13,,,,,,
1,00:00:28,28242,89.45,6.45E-13,,,,,,
1,00:00:28,28242,89.5,3.49E-13,,,,,,
1,00:00:28,28242,89.55,4.30E-13,,,,,,
1,00:00:28,28242,89.6,2.42E-13,,,,,,
1,00:00:28,28242,89.65,5.11E-13,,,,,,
1,00:00:28,28242,89.7,3.49E-13,,,,,,
1,00:00:28,28242,89.75,5.11E-13,,,,,,
1,00:00:28,28242,89.8,6.18E-13,,,,,,
1,00:00:28,28242,89.85,6.18E-13,,,,,,
1,00:00:28,28242,89.9,5.38E-13,,,,,,
1,00:00:28,28242,89.95,3.23E-13,,,,,,
1,00:00:28,28242,90,3.49E-13,,,,,,
1,00:00:28,28242,90.05,5.11E-13,,,,,,
1,00:00:28,28242,90.1,7.53E-13,,,,,,
1,00:00:28,28242,90.15,4.84E-13,,,,,,
1,00:00:28,28242,90.2,5.11E-13,,,,,,
1,00:00:28,28242,90.25,5.64E-13,,,,,,
1,00:00:28,28242,90.3,5.38E-13,,,,,,
1,00:00:28,28242,90.35,5.64E-13,,,,,,
1,00:00:28,28242,90.4,4.84E-13,,,,,,
1,00:00:28,28242,90.45,4.84E-13,,,,,,
1,00:00:28,28242,90.5,5.64E-13,,,,,,
1,00:00:28,28242,90.55,2.69E-13,,,,,,
1,00:00:28,28242,90.6,4.57E-13,,,,,,
1,00:00:28,28242,90.65,5.11E-13,,,,,,
1,00:00:28,28242,90.7,4.30E-13,,,,,,
1,00:00:28,28242,90.75,1.61E-13,,,,,,
1,00:00:28,28242,90.8,5.64E-13,,,,,,
1,00:00:28,28242,90.85,5.38E-13,,,,,,
1,00:00:28,28242,90.9,6.45E-13,,,,,,
1,00:00:28,28242,90.95,4.57E-13,,,,,,
1,00:00:28,28242,91,5.38E-13,,,,,,
1,00:00:28,28242,91.05,6.99E-13,,,,,,
1,00:00:28,28242,91.1,8.06E-13,,,,,,
1,00:00:28,28242,91.15,5.91E-13,,,,,,
1,00:00:28,28242,91.2,5.38E-13,,,,,,
1,00:00:28,28242,91.25,5.11E-13,,,,,,
1,00:00:28,28242,91.3,5.91E-13,,,,,,
1,00:00:28,28242,91.35,4.84E-13,,,,,,
1,00:00:28,28242,91.4,1.08E-13,,,,,,
1,00:00:28,28242,91.45,5.38E-13,,,,,,
1,00:00:28,28242,91.5,4.84E-13,,,,,,
1,00:00:28,28242,91.55,2.96E-13,,,,,,
1,00:00:28,28242,91.6,6.18E-13,,,,,,
1,00:00:28,28242,91.65,4.03E-13,,,,,,
1,00:00:28,28242,91.7,3.76E-13,,,,,,
1,00:00:28,28242,91.75,6.45E-13,,,,,,
1,00:00:28,28242,91.8,3.23E-13,,,,,,
1,00:00:28,28242,91.85,5.11E-13,,,,,,
1,00:00:28,28242,91.9,4.84E-13,,,,,,
1,00:00:28,28242,91.95,7.79E-13,,,,,,
1,00:00:28,28242,92,1.34E-13,,,,,,
1,00:00:28,28242,92.05,9.41E-13,,,,,,
1,00:00:28,28242,92.1,4.84E-13,,,,,,
1,00:00:28,28242,92.15,5.38E-13,,,,,,
1,00:00:28,28242,92.2,5.64E-13,,,,,,
1,00:00:28,28242,92.25,8.87E-13,,,,,,
1,00:00:28,28242,92.3,4.57E-13,,,,,,
1,00:00:28,28242,92.35,3.23E-13,,,,,,
1,00:00:28,28242,92.4,6.99E-13,,,,,,
1,00:00:28,28242,92.45,3.23E-13,,,,,,
1,00:00:28,28242,92.5,5.64E-13,,,,,,
1,00:00:28,28242,92.55,5.11E-13,,,,,,
1,00:00:28,28242,92.6,7.79E-13,,,,,,
1,00:00:28,28242,92.65,8.06E-13,,,,,,
1,00:00:28,28242,92.7,3.49E-13,,,,,,
1,00:00:28,28242,92.75,4.30E-13,,,,,,
1,00:00:28,28242,92.8,2.69E-13,,,,,,
