,scans,0,DataLength,,,,,,,
header,20,lines,,,,,,,,
Date,15/05/2018,Time,10:54:05,,,,,,,
ID,HAL RC RGA 101 #15508,Version,3,,,,,,,
Scans,1,,,,,,,,,
Scan ID,Mode,Input,Scanned,Start,Stop,Increment,Dwell,Settle,RS,RelSEM
Scan 1,RGA,SEM,mass,0.4,100,0.05,100.00%,100.00%,1,1
Environment,,,,,,,,,,
Global,RGA,,,,,,,,,
F1,1,"( 1 = on, 0 = off )",,,,,,,,
F2,0,"( 1 = on, 0 = off )",,,,,,,,
cage,3,V,,,,,,,,
delta-m,0,%,,,,,,,,
electron-energy,70,V,,,,,,,,
emission,1000,uA,,,,,,,,
focus,-90,V,,,,,,,,
mass,5.5,amu,,,,,,,,
mode-change-delay,1000,ms,,,,,,,,
multiplier,800,V,,,,,,,,
resolution,0,%,,,,,,,,
Data,1,,,,,,,,,
Cycle,Time,ms,mass amu,SEM Ie(Amps),,,,,,
1,00:00:28,28602,70.35,2.21E-11,,,,,,
1,00:00:28,28602,70.4,2.16E-11,,,,,,
1,00:00:28,28602,70.45,2.18E-11,,,,,,
1,00:00:28,28602,70.5,2.02E-11,,,,,,
1,00:00:28,28602,70.55,1.98E-11,,,,,,
1,00:00:28,28602,70.6,2.02E-11,,,,,,
1,00:00:28,28602,70.65,2.17E-11,,,,,,
1,00:00:28,28602,70.7,2.38E-11,,,,,,
1,00:00:28,28602,70.75,2.43E-11,,,,,,
1,00:00:28,28602,70.8,2.55E-11,,,,,,
1,00:00:28,28602,70.85,2.60E-11,,,,,,
1,00:00:28,28602,70.9,2.46E-11,,,,,,
1,00:00:28,28602,70.95,2.53E-11,,,,,,
1,00:00:28,28602,71,2.56E-11,,,,,,
1,00:00:28,28602,71.05,2.39E-11,,,,,,
1,00:00:28,28602,71.1,2.32E-11,,,,,,
1,00:00:28,28602,71.15,2.26E-11,,,,,,
1,00:00:28,28602,71.2,2.23E-11,,,,,,
1,00:00:28,28602,71.25,2.09E-11,,,,,,
1,00:00:28,28602,71.3,1.86E-11,,,,,,
1,00:00:28,28602,71.35,1.81E-11,,,,,,
1,00:00:28,28602,71.4,1.59E-11,,,,,,
1,00:00:28,28602,71.45,1.49E-11,,,,,,
1,00:00:28,28602,71.5,1.18E-11,,,,,,
1,00:00:28,28602,71.55,1.12E-11,,,,,,
1,00:00:28,28602,71.6,1.20E-11,,,,,,
1,00:00:28,28602,71.65,1.26E-11,,,,,,
1,00:00:28,28602,71.7,1.27E-11,,,,,,
1,00:00:28,28602,71.75,1.36E-11,,,,,,
1,00:00:28,28602,71.8,1.43E-11,,,,,,
1,00:00:28,28602,71.85,1.38E-11,,,,,,
1,00:00:28,28602,71.9,1.46E-11,,,,,,
1,00:00:28,28602,71.95,1.40E-11,,,,,,
1,00:00:28,28602,72,1.37E-11,,,,,,
1,00:00:28,28602,72.05,1.30E-11,,,,,,
1,00:00:28,28602,72.1,1.29E-11,,,,,,
1,00:00:28,28602,72.15,1.30E-11,,,,,,
1,00:00:28,28602,72.2,1.20E-11,,,,,,
1,00:00:28,28602,72.25,1.14E-11,,,,,,
1,00:00:28,28602,72.3,1.21E-11,,,,,,
1,00:00:28,28602,72.35,1.90E-11,,,,,,
1,00:00:28,28602,72.4,2.27E-11,,,,,,
1,00:00:28,28602,72.45,2.55E-11,,,,,,
1,00:00:28,28602,72.5,2.87E-11,,,,,,
1,00:00:28,28602,72.55,3.20E-11,,,,,,
1,00:00:28,28602,72.6,3.30E-11,,,,,,
1,00:00:28,28602,72.65,3.54E-11,,,,,,
1,00:00:28,28602,72.7,3.81E-11,,,,,,
1,00:00:28,28602,72.75,3.75E-11,,,,,,
1,00:00:28,28602,72.8,4.03E-11,,,,,,
1,00:00:28,28602,72.85,3.98E-11,,,,,,
1,00:00:28,28602,72.9,3.87E-11,,,,,,
1,00:00:28,28602,72.95,3.76E-11,,,,,,
1,00:00:28,28602,73,3.74E-11,,,,,,
1,00:00:28,28602,73.05,3.52E-11,,,,,,
1,00:00:28,28602,73.1,3.57E-11,,,,,,
1,00:00:28,28602,73.15,3.45E-11,,,,,,
1,00:00:28,28602,73.2,3.25E-11,,,,,,
1,00:00:28,28602,73.25,2.96E-11,,,,,,
1,00:00:28,28602,73.3,2.63E-11,,,,,,
1,00:00:28,28602,73.35,2.30E-11,,,,,,
1,00:00:28,28602,73.4,1.91E-11,,,,,,
1,00:00:28,28602,73.45,1.52E-11,,,,,,
1,00:00:28,28602,73.5,1.20E-11,,,,,,
1,00:00:28,28602,73.55,1.04E-11,,,,,,
1,00:00:28,28602,73.6,1.05E-11,,,,,,
1,00:00:28,28602,73.65,1.09E-11,,,,,,
1,00:00:28,28602,73.7,1.21E-11,,,,,,
1,00:00:28,28602,73.75,1.23E-11,,,,,,
1,00:00:28,28602,73.8,1.24E-11,,,,,,
1,00:00:28,28602,73.85,1.26E-11,,,,,,
1,00:00:28,28602,73.9,1.23E-11,,,,,,
1,00:00:28,28602,73.95,1.21E-11,,,,,,
1,00:00:28,28602,74,1.12E-11,,,,,,
1,00:00:28,28602,74.05,1.26E-11,,,,,,
1,00:00:28,28602,74.1,1.14E-11,,,,,,
1,00:00:28,28602,74.15,1.08E-11,,,,,,
1,00:00:28,28602,74.2,1.06E-11,,,,,,
1,00:00:28,28602,74.25,9.68E-12,,,,,,
1,00:00:28,28602,74.3,9.03E-12,,,,,,
1,00:00:28,28602,74.35,7.96E-12,,,,,,
1,00:00:28,28602,74.4,6.72E-12,,,,,,
1,00:00:28,28602,74.45,5.29E-12,,,,,,
1,00:00:28,28602,74.5,4.65E-12,,,,,,
1,00:00:28,28602,74.55,3.68E-12,,,,,,
1,00:00:28,28602,74.6,3.76E-12,,,,,,
1,00:00:28,28602,74.65,4.17E-12,,,,,,
1,00:00:28,28602,74.7,4.38E-12,,,,,,
1,00:00:28,28602,74.75,4.14E-12,,,,,,
1,00:00:28,28602,74.8,4.54E-12,,,,,,
1,00:00:28,28602,74.85,4.06E-12,,,,,,
1,00:00:28,28602,74.9,4.60E-12,,,,,,
1,00:00:28,28602,74.95,4.43E-12,,,,,,
1,00:00:28,28602,75,4.46E-12,,,,,,
1,00:00:28,28602,75.05,4.41E-12,,,,,,
1,00:00:28,28602,75.1,4.22E-12,,,,,,
1,00:00:28,28602,75.15,4.00E-12,,,,,,
1,00:00:28,28602,75.2,3.76E-12,,,,,,
1,00:00:28,28602,75.25,3.68E-12,,,,,,
1,00:00:28,28602,75.3,3.60E-12,,,,,,
1,00:00:28,28602,75.35,3.06E-12,,,,,,
1,00:00:28,28602,75.4,2.63E-12,,,,,,
1,00:00:28,28602,75.45,2.77E-12,,,,,,
1,00:00:28,28602,75.5,2.20E-12,,,,,,
1,00:00:28,28602,75.55,2.31E-12,,,,,,
1,00:00:28,28602,75.6,2.45E-12,,,,,,
1,00:00:28,28602,75.65,2.28E-12,,,,,,
1,00:00:28,28602,75.7,2.37E-12,,,,,,
1,00:00:28,28602,75.75,2.69E-12,,,,,,
1,00:00:28,28602,75.8,2.85E-12,,,,,,
1,00:00:28,28602,75.85,2.58E-12,,,,,,
1,00:00:28,28602,75.9,2.61E-12,,,,,,
1,00:00:28,28602,75.95,2.61E-12,,,,,,
1,00:00:28,28602,76,2.23E-12,,,,,,
1,00:00:28,28602,76.05,2.63E-12,,,,,,
1,00:00:28,28602,76.1,2.12E-12,,,,,,
1,00:00:28,28602,76.15,2.69E-12,,,,,,
1,00:00:28,28602,76.2,2.69E-12,,,,,,
1,00:00:28,28602,76.25,3.74E-12,,,,,,
1,00:00:28,28602,76.3,7.69E-12,,,,,,
1,00:00:28,28602,76.35,1.21E-11,,,,,,
1,00:00:28,28602,76.4,1.46E-11,,,,,,
1,00:00:28,28602,76.45,1.87E-11,,,,,,
1,00:00:28,28602,76.5,1.96E-11,,,,,,
1,00:00:28,28602,76.55,2.19E-11,,,,,,
1,00:00:28,28602,76.6,2.45E-11,,,,,,
1,00:00:28,28602,76.65,2.53E-11,,,,,,
1,00:00:28,28602,76.7,2.67E-11,,,,,,
1,00:00:28,28602,76.75,2.67E-11,,,,,,
1,00:00:28,28602,76.8,2.78E-11,,,,,,
1,00:00:28,28602,76.85,2.64E-11,,,,,,
1,00:00:28,28602,76.9,2.75E-11,,,,,,
1,00:00:28,28602,76.95,2.58E-11,,,,,,
1,00:00:28,28602,77,2.55E-11,,,,,,
1,00:00:28,28602,77.05,2.53E-11,,,,,,
1,00:00:28,28602,77.1,2.56E-11,,,,,,
1,00:00:28,28602,77.15,2.34E-11,,,,,,
1,00:00:28,28602,77.2,2.23E-11,,,,,,
1,00:00:28,28602,77.25,2.03E-11,,,,,,
1,00:00:28,28602,77.3,1.87E-11,,,,,,
1,00:00:28,28602,77.35,1.46E-11,,,,,,
1,00:00:28,28602,77.4,1.21E-11,,,,,,
1,00:00:28,28602,77.45,9.62E-12,,,,,,
1,00:00:28,28602,77.5,6.75E-12,,,,,,
1,00:00:28,28602,77.55,6.18E-12,,,,,,
1,00:00:28,28602,77.6,6.07E-12,,,,,,
1,00:00:28,28602,77.65,7.20E-12,,,,,,
1,00:00:28,28602,77.7,7.01E-12,,,,,,
1,00:00:28,28602,77.75,7.85E-12,,,,,,
1,00:00:28,28602,77.8,7.61E-12,,,,,,
1,00:00:28,28602,77.85,7.53E-12,,,,,,
1,00:00:28,28602,77.9,7.55E-12,,,,,,
1,00:00:28,28602,77.95,7.63E-12,,,,,,
1,00:00:28,28602,78,7.36E-12,,,,,,
1,00:00:28,28602,78.05,6.75E-12,,,,,,
1,00:00:28,28602,78.1,6.40E-12,,,,,,
1,00:00:28,28602,78.15,6.61E-12,,,,,,
1,00:00:28,28602,78.2,6.67E-12,,,,,,
1,00:00:28,28602,78.25,6.13E-12,,,,,,
1,00:00:28,28602,78.3,6.61E-12,,,,,,
1,00:00:28,28602,78.35,7.77E-12,,,,,,
1,00:00:28,28602,78.4,7.77E-12,,,,,,
1,00:00:28,28602,78.45,8.17E-12,,,,,,
1,00:00:28,28602,78.5,8.09E-12,,,,,,
1,00:00:28,28602,78.55,8.39E-12,,,,,,
1,00:00:28,28602,78.6,8.47E-12,,,,,,
1,00:00:28,28602,78.65,9.70E-12,,,,,,
1,00:00:28,28602,78.7,1.05E-11,,,,,,
1,00:00:28,28602,78.75,1.02E-11,,,,,,
1,00:00:28,28602,78.8,1.04E-11,,,,,,
1,00:00:28,28602,78.85,9.81E-12,,,,,,
1,00:00:28,28602,78.9,1.08E-11,,,,,,
1,00:00:28,28602,78.95,1.00E-11,,,,,,
1,00:00:28,28602,79,1.01E-11,,,,,,
1,00:00:28,28602,79.05,9.03E-12,,,,,,
1,00:00:28,28602,79.1,9.62E-12,,,,,,
1,00:00:28,28602,79.15,1.02E-11,,,,,,
1,00:00:28,28602,79.2,9.03E-12,,,,,,
1,00:00:28,28602,79.25,8.47E-12,,,,,,
1,00:00:28,28602,79.3,8.25E-12,,,,,,
1,00:00:28,28602,79.35,7.28E-12,,,,,,
1,00:00:28,28602,79.4,5.32E-12,,,,,,
1,00:00:28,28602,79.45,4.54E-12,,,,,,
1,00:00:28,28602,79.5,3.39E-12,,,,,,
1,00:00:28,28602,79.55,2.74E-12,,,,,,
1,00:00:28,28602,79.6,2.42E-12,,,,,,
1,00:00:28,28602,79.65,2.74E-12,,,,,,
1,00:00:28,28602,79.7,2.80E-12,,,,,,
1,00:00:28,28602,79.75,3.01E-12,,,,,,
1,00:00:28,28602,79.8,2.90E-12,,,,,,
1,00:00:28,28602,79.85,3.01E-12,,,,,,
1,00:00:28,28602,79.9,2.88E-12,,,,,,
1,00:00:28,28602,79.95,2.98E-12,,,,,,
1,00:00:28,28602,80,2.82E-12,,,,,,
1,00:00:28,28602,80.05,2.66E-12,,,,,,
1,00:00:28,28602,80.1,2.63E-12,,,,,,
1,00:00:28,28602,80.15,2.90E-12,,,,,,
1,00:00:28,28602,80.2,2.63E-12,,,,,,
1,00:00:28,28602,80.25,2.66E-12,,,,,,
1,00:00:28,28602,80.3,3.20E-12,,,,,,
1,00:00:28,28602,80.35,4.95E-12,,,,,,
1,00:00:28,28602,80.4,5.43E-12,,,,,,
1,00:00:28,28602,80.45,6.50E-12,,,,,,
1,00:00:28,28602,80.5,7.23E-12,,,,,,
1,00:00:28,28602,80.55,7.04E-12,,,,,,
1,00:00:28,28602,80.6,7.74E-12,,,,,,
1,00:00:28,28602,80.65,8.39E-12,,,,,,
1,00:00:28,28602,80.7,8.65E-12,,,,,,
1,00:00:28,28602,80.75,9.84E-12,,,,,,
1,00:00:28,28602,80.8,8.87E-12,,,,,,
1,00:00:28,28602,80.85,9.03E-12,,,,,,
1,00:00:28,28602,80.9,9.49E-12,,,,,,
1,00:00:28,28602,80.95,9.73E-12,,,,,,
1,00:00:28,28602,81,8.79E-12,,,,,,
1,00:00:28,28602,81.05,8.36E-12,,,,,,
1,00:00:28,28602,81.1,9.49E-12,,,,,,
1,00:00:28,28602,81.15,9.08E-12,,,,,,
1,00:00:28,28602,81.2,8.30E-12,,,,,,
1,00:00:28,28602,81.25,7.69E-12,,,,,,
1,00:00:28,28602,81.3,8.36E-12,,,,,,
1,00:00:28,28602,81.35,8.20E-12,,,,,,
1,00:00:28,28602,81.4,7.53E-12,,,,,,
1,00:00:28,28602,81.45,7.26E-12,,,,,,
1,00:00:28,28602,81.5,6.32E-12,,,,,,
1,00:00:28,28602,81.55,5.94E-12,,,,,,
1,00:00:28,28602,81.6,5.64E-12,,,,,,
1,00:00:28,28602,81.65,5.81E-12,,,,,,
1,00:00:28,28602,81.7,5.89E-12,,,,,,
1,00:00:28,28602,81.75,6.45E-12,,,,,,
1,00:00:28,28602,81.8,6.45E-12,,,,,,
1,00:00:28,28602,81.85,7.04E-12,,,,,,
1,00:00:28,28602,81.9,7.23E-12,,,,,,
1,00:00:28,28602,81.95,7.23E-12,,,,,,
1,00:00:28,28602,82,6.21E-12,,,,,,
1,00:00:28,28602,82.05,6.61E-12,,,,,,
1,00:00:28,28602,82.1,6.58E-12,,,,,,
1,00:00:28,28602,82.15,6.48E-12,,,,,,
1,00:00:28,28602,82.2,6.50E-12,,,,,,
1,00:00:28,28602,82.25,6.50E-12,,,,,,
1,00:00:28,28602,82.3,6.50E-12,,,,,,
1,00:00:28,28602,82.35,8.41E-12,,,,,,
1,00:00:28,28602,82.4,9.11E-12,,,,,,
1,00:00:28,28602,82.45,9.25E-12,,,,,,
1,00:00:28,28602,82.5,1.00E-11,,,,,,
1,00:00:28,28602,82.55,9.89E-12,,,,,,
1,00:00:28,28602,82.6,1.04E-11,,,,,,
1,00:00:28,28602,82.65,1.12E-11,,,,,,
1,00:00:28,28602,82.7,1.16E-11,,,,,,
1,00:00:28,28602,82.75,1.23E-11,,,,,,
1,00:00:28,28602,82.8,1.22E-11,,,,,,
1,00:00:28,28602,82.85,1.27E-11,,,,,,
1,00:00:28,28602,82.9,1.22E-11,,,,,,
1,00:00:28,28602,82.95,1.24E-11,,,,,,
1,00:00:28,28602,83,1.24E-11,,,,,,
1,00:00:28,28602,83.05,1.20E-11,,,,,,
1,00:00:28,28602,83.1,1.10E-11,,,,,,
1,00:00:28,28602,83.15,1.14E-11,,,,,,
1,00:00:28,28602,83.2,1.08E-11,,,,,,
1,00:00:28,28602,83.25,1.07E-11,,,,,,
1,00:00:28,28602,83.3,1.09E-11,,,,,,
1,00:00:28,28602,83.35,1.10E-11,,,,,,
1,00:00:28,28602,83.4,1.10E-11,,,,,,
1,00:00:28,28602,83.45,9.84E-12,,,,,,
1,00:00:28,28602,83.5,8.55E-12,,,,,,
1,00:00:28,28602,83.55,8.49E-12,,,,,,
1,00:00:28,28602,83.6,8.17E-12,,,,,,
1,00:00:28,28602,83.65,8.92E-12,,,,,,
1,00:00:28,28602,83.7,9.59E-12,,,,,,
1,00:00:28,28602,83.75,9.43E-12,,,,,,
1,00:00:28,28602,83.8,1.06E-11,,,,,,
1,00:00:28,28602,83.85,1.05E-11,,,,,,
1,00:00:28,28602,83.9,9.97E-12,,,,,,
1,00:00:28,28602,83.95,1.09E-11,,,,,,
1,00:00:28,28602,84,1.01E-11,,,,,,
1,00:00:28,28602,84.05,9.89E-12,,,,,,
1,00:00:28,28602,84.1,1.03E-11,,,,,,
1,00:00:28,28602,84.15,1.01E-11,,,,,,
1,00:00:28,28602,84.2,9.08E-12,,,,,,
1,00:00:28,28602,84.25,9.57E-12,,,,,,
1,00:00:28,28602,84.3,1.06E-11,,,,,,
1,00:00:28,28602,84.35,1.13E-11,,,,,,
1,00:00:28,28602,84.4,1.21E-11,,,,,,
1,00:00:28,28602,84.45,1.22E-11,,,,,,
1,00:00:28,28602,84.5,1.18E-11,,,,,,
1,00:00:28,28602,84.55,1.14E-11,,,,,,
1,00:00:28,28602,84.6,1.16E-11,,,,,,
1,00:00:28,28602,84.65,1.28E-11,,,,,,
1,00:00:28,28602,84.7,1.30E-11,,,,,,
1,00:00:28,28602,84.75,1.32E-11,,,,,,
1,00:00:28,28602,84.8,1.32E-11,,,,,,
1,00:00:28,28602,84.85,1.39E-11,,,,,,
1,00:00:28,28602,84.9,1.29E-11,,,,,,
1,00:00:28,28602,84.95,1.34E-11,,,,,,
1,00:00:28,28602,85,1.40E-11,,,,,,
1,00:00:28,28602,85.05,1.25E-11,,,,,,
1,00:00:28,28602,85.1,1.34E-11,,,,,,
1,00:00:28,28602,85.15,1.27E-11,,,,,,
1,00:00:28,28602,85.2,1.20E-11,,,,,,
1,00:00:28,28602,85.25,1.17E-11,,,,,,
1,00:00:28,28602,85.3,1.19E-11,,,,,,
1,00:00:28,28602,85.35,1.15E-11,,,,,,
1,00:00:28,28602,85.4,1.08E-11,,,,,,
1,00:00:28,28602,85.45,8.90E-12,,,,,,
1,00:00:28,28602,85.5,8.33E-12,,,,,,
1,00:00:28,28602,85.55,7.20E-12,,,,,,
1,00:00:28,28602,85.6,7.04E-12,,,,,,
1,00:00:28,28602,85.65,7.69E-12,,,,,,
1,00:00:28,28602,85.7,7.58E-12,,,,,,
1,00:00:28,28602,85.75,7.63E-12,,,,,,
1,00:00:28,28602,85.8,8.33E-12,,,,,,
1,00:00:28,28602,85.85,7.36E-12,,,,,,
1,00:00:28,28602,85.9,8.47E-12,,,,,,
1,00:00:28,28602,85.95,7.90E-12,,,,,,
1,00:00:28,28602,86,8.06E-12,,,,,,
1,00:00:28,28602,86.05,7.71E-12,,,,,,
1,00:00:28,28602,86.1,7.10E-12,,,,,,
1,00:00:28,28602,86.15,6.85E-12,,,,,,
1,00:00:28,28602,86.2,7.50E-12,,,,,,
1,00:00:28,28602,86.25,7.50E-12,,,,,,
1,00:00:28,28602,86.3,8.63E-12,,,,,,
1,00:00:28,28602,86.35,8.14E-12,,,,,,
1,00:00:28,28602,86.4,7.90E-12,,,,,,
1,00:00:28,28602,86.45,7.77E-12,,,,,,
1,00:00:28,28602,86.5,7.53E-12,,,,,,
1,00:00:28,28602,86.55,6.80E-12,,,,,,
1,00:00:28,28602,86.6,7.36E-12,,,,,,
1,00:00:28,28602,86.65,8.60E-12,,,,,,
1,00:00:28,28602,86.7,8.39E-12,,,,,,
1,00:00:28,28602,86.75,7.90E-12,,,,,,
1,00:00:28,28602,86.8,7.71E-12,,,,,,
1,00:00:28,28602,86.85,8.73E-12,,,,,,
1,00:00:28,28602,86.9,8.73E-12,,,,,,
1,00:00:28,28602,86.95,8.44E-12,,,,,,
1,00:00:28,28602,87,7.98E-12,,,,,,
1,00:00:28,28602,87.05,7.82E-12,,,,,,
1,00:00:28,28602,87.1,7.90E-12,,,,,,
1,00:00:28,28602,87.15,7.53E-12,,,,,,
1,00:00:28,28602,87.2,7.85E-12,,,,,,
1,00:00:28,28602,87.25,8.20E-12,,,,,,
1,00:00:28,28602,87.3,9.76E-12,,,,,,
1,00:00:28,28602,87.35,1.09E-11,,,,,,
1,00:00:28,28602,87.4,1.08E-11,,,,,,
1,00:00:28,28602,87.45,1.06E-11,,,,,,
1,00:00:28,28602,87.5,1.05E-11,,,,,,
1,00:00:28,28602,87.55,1.01E-11,,,,,,
1,00:00:28,28602,87.6,1.02E-11,,,,,,
1,00:00:28,28602,87.65,1.10E-11,,,,,,
1,00:00:28,28602,87.7,1.24E-11,,,,,,
1,00:00:28,28602,87.75,1.20E-11,,,,,,
1,00:00:28,28602,87.8,1.17E-11,,,,,,
1,00:00:28,28602,87.85,1.19E-11,,,,,,
1,00:00:28,28602,87.9,1.16E-11,,,,,,
1,00:00:28,28602,87.95,1.23E-11,,,,,,
1,00:00:28,28602,88,1.26E-11,,,,,,
1,00:00:28,28602,88.05,1.13E-11,,,,,,
1,00:00:28,28602,88.1,1.11E-11,,,,,,
1,00:00:28,28602,88.15,1.14E-11,,,,,,
1,00:00:28,28602,88.2,1.07E-11,,,,,,
1,00:00:28,28602,88.25,1.10E-11,,,,,,
1,00:00:28,28602,88.3,1.02E-11,,,,,,
1,00:00:28,28602,88.35,8.52E-12,,,,,,
1,00:00:28,28602,88.4,6.93E-12,,,,,,
1,00:00:28,28602,88.45,5.54E-12,,,,,,
1,00:00:28,28602,88.5,4.46E-12,,,,,,
1,00:00:28,28602,88.55,2.96E-12,,,,,,
1,00:00:28,28602,88.6,2.39E-12,,,,,,
1,00:00:28,28602,88.65,2.71E-12,,,,,,
1,00:00:28,28602,88.7,2.69E-12,,,,,,
1,00:00:28,28602,88.75,3.12E-12,,,,,,
1,00:00:28,28602,88.8,3.33E-12,,,,,,
1,00:00:28,28602,88.85,2.98E-12,,,,,,
1,00:00:28,28602,88.9,2.77E-12,,,,,,
1,00:00:28,28602,88.95,2.71E-12,,,,,,
1,00:00:28,28602,89,2.71E-12,,,,,,
1,00:00:28,28602,89.05,2.96E-12,,,,,,
1,00:00:28,28602,89.1,2.88E-12,,,,,,
1,00:00:28,28602,89.15,2.82E-12,,,,,,
1,00:00:28,28602,89.2,2.96E-12,,,,,,
1,00:00:28,28602,89.25,2.74E-12,,,,,,
1,00:00:28,28602,89.3,2.23E-12,,,,,,
1,00:00:28,28602,89.35,2.28E-12,,,,,,
1,00:00:28,28602,89.4,2.07E-12,,,,,,
1,00:00:28,28602,89.45,1.94E-12,,,,,,
1,00:00:28,28602,89.5,1.40E-12,,,,,,
1,00:00:28,28602,89.55,6.45E-13,,,,,,
1,00:00:28,28602,89.6,4.57E-13,,,,,,
1,00:00:28,28602,89.65,5.38E-13,,,,,,
1,00:00:28,28602,89.7,1.10E-12,,,,,,
1,00:00:28,28602,89.75,8.06E-13,,,,,,
1,00:00:28,28602,89.8,1.10E-12,,,,,,
1,00:00:28,28602,89.85,1.13E-12,,,,,,
1,00:00:28,28602,89.9,7.79E-13,,,,,,
1,00:00:28,28602,89.95,5.64E-13,,,,,,
1,00:00:28,28602,90,5.11E-13,,,,,,
1,00:00:28,28602,90.05,1.08E-12,,,,,,
1,00:00:28,28602,90.1,7.26E-13,,,,,,
1,00:00:28,28602,90.15,1.08E-12,,,,,,
1,00:00:28,28602,90.2,8.33E-13,,,,,,
1,00:00:28,28602,90.25,2.23E-12,,,,,,
1,00:00:28,28602,90.3,3.17E-12,,,,,,
1,00:00:28,28602,90.35,3.17E-12,,,,,,
1,00:00:28,28602,90.4,4.65E-12,,,,,,
1,00:00:28,28602,90.45,4.78E-12,,,,,,
1,00:00:28,28602,90.5,5.43E-12,,,,,,
1,00:00:28,28602,90.55,5.83E-12,,,,,,
1,00:00:28,28602,90.6,5.97E-12,,,,,,
1,00:00:28,28602,90.65,5.51E-12,,,,,,
1,00:00:28,28602,90.7,6.50E-12,,,,,,
1,00:00:28,28602,90.75,6.67E-12,,,,,,
1,00:00:28,28602,90.8,6.83E-12,,,,,,
1,00:00:28,28602,90.85,7.15E-12,,,,,,
1,00:00:28,28602,90.9,7.18E-12,,,,,,
1,00:00:28,28602,90.95,7.28E-12,,,,,,
1,00:00:28,28602,91,5.81E-12,,,,,,
1,00:00:28,28602,91.05,6.80E-12,,,,,,
1,00:00:28,28602,91.1,6.69E-12,,,,,,
1,00:00:28,28602,91.15,6.61E-12,,,,,,
1,00:00:28,28602,91.2,6.48E-12,,,,,,
1,00:00:28,28602,91.25,6.50E-12,,,,,,
1,00:00:28,28602,91.3,6.02E-12,,,,,,
1,00:00:28,28602,91.35,5.46E-12,,,,,,
1,00:00:28,28602,91.4,4.33E-12,,,,,,
1,00:00:28,28602,91.45,3.74E-12,,,,,,
1,00:00:28,28602,91.5,2.96E-12,,,,,,
1,00:00:28,28602,91.55,2.45E-12,,,,,,
1,00:00:28,28602,91.6,2.02E-12,,,,,,
1,00:00:28,28602,91.65,2.31E-12,,,,,,
1,00:00:28,28602,91.7,2.02E-12,,,,,,
1,00:00:28,28602,91.75,2.61E-12,,,,,,
1,00:00:28,28602,91.8,2.04E-12,,,,,,
1,00:00:28,28602,91.85,2.96E-12,,,,,,
1,00:00:28,28602,91.9,2.66E-12,,,,,,
1,00:00:28,28602,91.95,2.18E-12,,,,,,
1,00:00:28,28602,92,2.07E-12,,,,,,
1,00:00:28,28602,92.05,2.42E-12,,,,,,
1,00:00:28,28602,92.1,2.66E-12,,,,,,
1,00:00:28,28602,92.15,2.28E-12,,,,,,
1,00:00:28,28602,92.2,2.39E-12,,,,,,
1,00:00:28,28602,92.25,2.37E-12,,,,,,
1,00:00:28,28602,92.3,2.71E-12,,,,,,
1,00:00:28,28602,92.35,2.34E-12,,,,,,
1,00:00:28,28602,92.4,2.28E-12,,,,,,
1,00:00:28,28602,92.45,2.31E-12,,,,,,
1,00:00:28,28602,92.5,2.20E-12,,,,,,
1,00:00:28,28602,92.55,2.18E-12,,,,,,
1,00:00:28,28602,92.6,1.94E-12,,,,,,
1,00:00:28,28602,92.65,2.12E-12,,,,,,
1,00:00:28,28602,92.7,1.83E-12,,,,,,
1,00:00:28,28602,92.75,1.75E-12,,,,,,
1,00:00:28,28602,92.8,2.37E-12,,,,,,
1,00:00:28,28602,92.85,1.96E-12,,,,,,
1,00:00:28,28602,92.9,2.04E-12,,,,,,
1,00:00:28,28602,92.95,2.10E-12,,,,,,
1,00:00:28,28602,93,2.50E-12,,,,,,
1,00:00:28,28602,93.05,2.02E-12,,,,,,
1,00:00:28,28602,93.1,2.28E-12,,,,,,
1,00:00:28,28602,93.15,1.88E-12,,,,,,
1,00:00:28,28602,93.2,1.69E-12,,,,,,
1,00:00:28,28602,93.25,2.39E-12,,,,,,
1,00:00:28,28602,93.3,2.58E-12,,,,,,
1,00:00:28,28602,93.35,2.96E-12,,,,,,
1,00:00:28,28602,93.4,2.47E-12,,,,,,
1,00:00:28,28602,93.45,2.71E-12,,,,,,
1,00:00:28,28602,93.5,2.55E-12,,,,,,
1,00:00:28,28602,93.55,2.88E-12,,,,,,
1,00:00:28,28602,93.6,2.47E-12,,,,,,
1,00:00:28,28602,93.65,2.82E-12,,,,,,
1,00:00:28,28602,93.7,2.58E-12,,,,,,
1,00:00:28,28602,93.75,3.01E-12,,,,,,
1,00:00:28,28602,93.8,2.55E-12,,,,,,
1,00:00:28,28602,93.85,2.88E-12,,,,,,
1,00:00:28,28602,93.9,2.77E-12,,,,,,
1,00:00:28,28602,93.95,3.12E-12,,,,,,
1,00:00:28,28602,94,2.93E-12,,,,,,
1,00:00:28,28602,94.05,2.90E-12,,,,,,
1,00:00:28,28602,94.1,2.85E-12,,,,,,
1,00:00:28,28602,94.15,2.39E-12,,,,,,
1,00:00:28,28602,94.2,2.82E-12,,,,,,
1,00:00:28,28602,94.25,2.98E-12,,,,,,
1,00:00:28,28602,94.3,3.66E-12,,,,,,
1,00:00:28,28602,94.35,3.87E-12,,,,,,
1,00:00:28,28602,94.4,4.49E-12,,,,,,
1,00:00:28,28602,94.45,3.74E-12,,,,,,
1,00:00:28,28602,94.5,4.17E-12,,,,,,
